Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
16	箱	Box	"<p class=""element-item primary""> Box </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>竹</jp-symbol></span><p>Bamboo</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>目</jp-symbol></span><p>Eye</p></radical></div>"	Having a keen <radical>eye</radical> for woodworking, you can tell that the <radical>bamboo</radical> from that <radical>tree</radical> over there will make an excellent <kanji>box</kanji>. Boxes made from bamboo trees are very sturdy and fashionable. You have an eye for fashion as well, you see.<br><br>  - Hint: At some point in school, you most likely had some sort of woodshop class to take. Remember back to those times and imagine yourself crafting a bamboo box out of a bamboo tree you felled yourself. Don’t forget to wear eye protection though! Wouldn’t want anything to happen to those valuable eyes of yours.	Kanji Meaning	-	Kanji_Meaning Level_16
16	冒	Dare	"<p class=""element-item primary""> Dare </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol>目</jp-symbol></span><p>Eye</p></radical></div>"	When the <radical>sun</radical> gets in your <radical>eye</radical>, I <kanji>dare</kanji> you to stare at it. I dare you to look right at the sun. I dare you.<br><br>  - Hint: Looking at the sun straight on hurts. It’s bad for your eyes and burns your brain. Imagine how painful it is to stare at the sun.	Kanji Meaning	-	Kanji_Meaning Level_16
16	存	Exist,Suppose	"<p class=""element-item primary""> Exist </p>,<p class=""element-item""> Suppose </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ナ</jp-symbol></span><p>Narwhal</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-stick""></i></jp-symbol></span><p>Stick</p></radical><radical class=""component""><span><jp-symbol>子</jp-symbol></span><p>Child</p></radical></div>"	If a <radical>narwhal</radical> <radical>stick</radical>s a <radical>child</radical> with its horn then you have to admit that it <kanji>exist</kanji>s. We know some of you have been doubting narwhals and whether they're real. Well now your kid is a kabob, so do you believe they exist now? I <kanji>suppose</kanji> you do.<br><br>  - Hint: Imagine needing this kind of horrible proof to believe something exists. Maybe you should have more faith in what we teach.	Kanji Meaning	-	Kanji_Meaning Level_16
16	門	Gates,Gate	"<p class=""element-item primary""> Gates </p>,<p class=""element-item""> Gate </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>門</jp-symbol></span><p>Gate</p></radical></div>"	The radical for <radical>gate</radical> and the kanji for <kanji>gates</kanji> are the same!<br><br>  - Hint: Know your radicals or you won't be allowed to pass.	Kanji Meaning	-	Kanji_Meaning Level_16
17	底	Bottom	"<p class=""element-item primary""> Bottom </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>广</jp-symbol></span><p>Canopy</p></radical><radical class=""component""><span><jp-symbol>氏</jp-symbol></span><p>Clan</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical></div>"	"Under a <radical>canopy</radical> your <radical>clan</radical> digs in the <radical>ground</radical>, trying to get to the <kanji>bottom</kanji>. They want to build a nice home your entire clan can live in, but they need to get to the bottom before they'll start building.<br><br>  - Hint: Picture all of the people in your clan under this canopy digging with all their might, trying to find the bottom. ""Isn't there... no bottom though?"" you think to yourself."	Kanji Meaning	-	Kanji_Meaning Level_17
17	因	Cause	"<p class=""element-item primary""> Cause </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>大</jp-symbol></span><p>Big</p></radical></div>"	Your <radical>big</radical> <radical>mouth</radical> is the <kanji>cause</kanji> of all your problems.<br><br>  - Hint: Imagine all the dumb things you blabber about with your mouth open big and wide. Saying things you shouldn't say... causing drama and stuff. Shame on you.	Kanji Meaning	-	Kanji_Meaning Level_17
17	詳	Detailed	"<p class=""element-item primary""> Detailed </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>言</jp-symbol></span><p>Say</p></radical><radical class=""component""><span><jp-symbol>羊</jp-symbol></span><p>Sheep</p></radical></div>"	They <radical>say</radical> <radical>sheep</radical> are <kanji>detailed</kanji> creatures. I mean, I never thought sheep were very detailed, but that’s what they say.<br><br>  - Hint: Imagine getting really close to a sheep and seeing all the tiny detailed curls in their wool. There are hidden patterns you'd never noticed before now!	Kanji Meaning	-	Kanji_Meaning Level_17
17	識	Discerning,Discriminating,Know	"<p class=""element-item primary""> Discerning </p>,<p class=""element-item""> Discriminating </p>,<p class=""element-item""> Know </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>言</jp-symbol></span><p>Say</p></radical><radical class=""component""><span><jp-symbol>音</jp-symbol></span><p>Sound</p></radical><radical class=""component""><span><jp-symbol>戈</jp-symbol></span><p>Drunkard</p></radical></div>"	"If you <radical>sound</radical> like a <radical>drunkard</radical> when you <radical>say</radical> things, people will not think of you as a <kanji>discerning</kanji> person. ""AWh yeah, that game is greatttt,"" you say in your drunken slurs. But, really, it sounds like you think all games are great, which isn't all that <kanji>discriminating</kanji> of you at all.<br><br>  - Hint: Picture yourself as a drunkard. What sort of discerning things are you saying? What are you trying to discern? Do you know?"	Kanji Meaning	-	Kanji_Meaning Level_17
17	干	Dry	"<p class=""element-item primary""> Dry </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>干</jp-symbol></span><p>Dry</p></radical></div>"	The <radical>dry</radical> radical and the <kanji>dry</kanji> kanji are the same!<br><br>  - Hint: Know your radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_17
17	渉	Ford	"<p class=""element-item primary""> Ford </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>歩</jp-symbol></span><p>Walk</p></radical></div>"	A <radical>tsunami</radical> is coming, and you want to <radical>walk</radical> over it, so you have to <kanji>ford</kanji> it. Think about it – you ford a river, you ford anything that’s water, unless you’re Jesus – you’re not Jesus. You don’t walk across a tsunami, you ford it.<br><br>  - Hint: Imaging taking your shoes off, hiking up your pants, and holding all of your things above your head as you ford across the tsunami.	Kanji Meaning	-	Kanji_Meaning Level_17
17	署	Government Office,Political Office,Office	"<p class=""element-item primary""> Government Office </p>,<p class=""element-item""> Political Office </p>,<p class=""element-item""> Office </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>罒</jp-symbol></span><p>Net</p></radical><radical class=""component""><span><jp-symbol>者</jp-symbol></span><p>Someone</p></radical></div>"	This <radical>net</radical> is for <radical>someone</radical> who works in a <kanji>government office</kanji>. You'll also take someone from a <kanji>political office</kanji>.<br><br>  - Hint: Doesn't matter who, but you're going to catch someone from a government office using this net, it doesn't matter who.	Kanji Meaning	-	Kanji_Meaning Level_17
17	幻	Illusion	"<p class=""element-item primary""> Illusion </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>幺</jp-symbol></span><p>Poop</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-cape""></i></jp-symbol></span><p>Cape</p></radical></div>"	You hide <radical>poop</radical> in a <radical>cape</radical> as part of the <kanji>illusion</kanji> in your magic show. Your acts are kind of gross and this one involves creating the illusion of disappearing poop by hiding it within the folds of your cape.<br><br>  - Hint: Imagine having poop in your cape. It would smell bad and anyone close to you would be able to smell right through the illusion.	Kanji Meaning	-	Kanji_Meaning Level_17
17	常	Normal,Ordinary,Usual	"<p class=""element-item primary""> Normal </p>,<p class=""element-item""> Ordinary </p>,<p class=""element-item""> Usual </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-viking""></i></jp-symbol></span><p>Viking</p></radical><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>巾</jp-symbol></span><p>Towel</p></radical></div>"	A <radical>viking</radical> with a <radical>mouth</radical> <radical>towel</radical> is a totally <kanji>ordinary</kanji> thing. It's <kanji>normal</kanji>.<br><br>  - Hint: Vikings get a lot of nasty stuff on their mouths from their messy eating and pillaging, so it makes sense that they'd all have mouth towels. It's as ordinary and normal as it gets, at least amongst the vikings.	Kanji Meaning	-	Kanji_Meaning Level_17
17	栄	Prosper,Flourish	"<p class=""element-item primary""> Prosper </p>,<p class=""element-item""> Flourish </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-viking""></i></jp-symbol></span><p>Viking</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical></div>"	A <radical>Viking</radical> with enough <radical>tree</radical>s will <kanji>prosper</kanji>. Vikings need trees to build their boats and homes, and they <kanji>flourish</kanji> when they have enough.<br><br>  - Hint: Picture a village of Vikings, flourishing and prospering because they live right on the edge of a forest they can just hack away at whenever they need a new ship.	Kanji Meaning	-	Kanji_Meaning Level_17
17	塩	Salt	"<p class=""element-item primary""> Salt </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>土</jp-symbol></span><p>Dirt</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-gun""></i></jp-symbol></span><p>Gun</p></radical><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>皿</jp-symbol></span><p>Plate</p></radical></div>"	There is a <radical>plate</radical> on the <radical>dirt</radical> with a <radical>gun</radical> on it. You decide to put it in your <radical>mouth</radical>, but it's very bland, so you add some <kanji>salt</kanji>. Salt will make anything tastier.<br><br>  - Hint: Imagine putting a gun you found on a plate on the ground in your mouth to eat it. Are you crazy? Don't eat unseasoned food. Put some salt on that first.	Kanji Meaning	-	Kanji_Meaning Level_17
17	兵	Soldier	"<p class=""element-item primary""> Soldier </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>斤</jp-symbol></span><p>Axe</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical><radical class=""component""><span><jp-symbol>ハ</jp-symbol></span><p>Fins</p></radical></div>"	If you set a fish on the <radical>ground</radical> and chop its <radical>fins</radical> off with an <radical>axe</radical>, you’re probably a <kanji>soldier</kanji>. Only soldiers have access to axes, and you like to eat fish, but first you have to set it on the ground to chop its fins off.<br><br>  - Hint: Imagine trying to carve a fish with an axe. Probably not an easy thing to do. If you’re a trained axe soldier, you’d probably have an easier time with it. Picture yourself chopping off fins as an expert axe soldier.	Kanji Meaning	-	Kanji_Meaning Level_17
