Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
32	雑	Random,Miscellaneous	"<p class=""element-item primary""> Random </p>,<p class=""element-item""> Miscellaneous </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>九</jp-symbol></span><p>Nine</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>隹</jp-symbol></span><p>Turkey</p></radical></div>"	You count <radical>nine</radical> of them in the <radical>tree</radical>, each <radical>turkey</radical> holding something <kanji>random</kanji> or <kanji>miscellaneous</kanji>. There are nine turkeys in the tree and they’re all holding random, miscellaneous things. How odd.<br><br>  - Hint: Look at the turkeys in the tree. There are nine of them and they are all gobbling up a storm. Hear them gobble as you imagine what random, miscellaneous things they are holding.	Kanji Meaning	-	Kanji_Meaning Level_32 Genki_L3
33	誌	Magazine	"<p class=""element-item primary""> Magazine </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>言</jp-symbol></span><p>Say</p></radical><radical class=""component""><span><jp-symbol>士</jp-symbol></span><p>Samurai</p></radical><radical class=""component""><span><jp-symbol>心</jp-symbol></span><p>Heart</p></radical></div>"	To <radical>say</radical> what's in a <radical>samurai</radical>'s <radical>heart</radical> you start a <kanji>magazine</kanji>. You go around writing about and interviewing all the samurai so you can share what they say to everyone who wants to read!<br><br>  - Hint: Why hadn't anyone thought of making a samurai magazine before?!	Kanji Meaning	-	Kanji_Meaning Level_33 Genki_L3
47	畳	Tatami Mat	"<p class=""element-item primary""> Tatami Mat </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>田</jp-symbol></span><p>Rice Paddy</p></radical><radical class=""component""><span><jp-symbol>冖</jp-symbol></span><p>Forehead</p></radical><radical class=""component""><span><jp-symbol>且</jp-symbol></span><p>Top Hat</p></radical></div>"	In the <radical>rice paddy</radical> there is a <radical>forehead</radical> with a <radical>top hat</radical>. It sits atop an area of <kanji>tatami mat</kanji>s.<br><br>  - Hint: The meaning you're trying to learn is tatami mat, so focus on the beautiful tatami mats that are strangely in the middle of this rice paddy. On top is a forehead with a top hat. It almost looks like the tatami mats are an altar for this gruesome scene.	Kanji Meaning	-	Kanji_Meaning Level_47 Genki_L3
50	漫	Manga	"<p class=""element-item primary""> Manga </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol>罒</jp-symbol></span><p>Net</p></radical><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical></div>"	A <radical>tsunami</radical> crashes into the <radical>sun</radical>, which is then caught in a <radical>net</radical> tied to a <radical>stool</radical>! Wait a second... this doesn't sound realistic, this is from that pirate <kanji>manga</kanji> you're always reading!<br><br>  - Hint: Imagine reading this issue of your favorite stretchy pirate boy manga, Lumpy uses his arms as a net, his legs tied to a stool, and traps the sun in a net right as the tsunami hits. Gee what kind of crazy trouble is he getting into this time?!	Kanji Meaning	-	Kanji_Meaning Level_50 Genki_L3
51	玄	Mysterious	"<p class=""element-item primary""> Mysterious </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>玄</jp-symbol></span><p>Mysterious</p></radical></div>"	The <radical>mysterious</radical> radical and the <kanji>mysterious</kanji> kanji are the same!<br><br>  - Hint: Know your radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_51 Genki_L3
52	呂	Bath	"<p class=""element-item primary""> Bath </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>呂</jp-symbol></span><p>Bathtub</p></radical></div>"	I hope all you're doing in the <radical>bathtub</radical> is taking a <kanji>bath</kanji>. I mean, you can do other things if you want I guess. But bathtubs were made just for baths!<br><br>  - Hint: Picture yourself taking a bath in your bathtub. Relaxing!	Kanji Meaning	-	Kanji_Meaning Level_52 Genki_L3
11	成	Become	"<p class=""element-item primary""> Become </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>戈</jp-symbol></span><p>Drunkard</p></radical><radical class=""component""><span><jp-symbol>刀</jp-symbol></span><p>Sword</p></radical></div>"	When a <radical>drunkard</radical> holds a <radical>sword</radical> it <kanji>becomes</kanji> something else. The drunkard doesn't become a swordsman, they're still just a drunkard. But the sword in their hands does.<br><br>  - Hint: Picture the drunkard standing in front of you. He picked up the sword and is holding it above his head. It's becoming... becoming...	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L4
11	老	Elderly	"<p class=""element-item primary""> Elderly </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>耂</jp-symbol></span><p>Coffin</p></radical><radical class=""component""><span><jp-symbol>匕</jp-symbol></span><p>Spoon</p></radical></div>"	By the time you finish digging a <radical>coffin</radical> hole with nothing but a <radical>spoon</radical>, you’ll be an old <kanji>elderly</kanji> person. Digging with nothing but a spoon takes a long time, especially when the hole needs to be big enough for a coffin. You might as well be digging it for yourself at this rate. By the time you finish, you’ll be all wrinkled and elderly and just about ready to keel over.<br><br>  - Hint: Imagine yourself digging a coffin hole with nothing but a spoon. Your hands get all cramped, your wrist starts to hurt, and you get painful blisters on your hands. It takes forever to dig a hole big enough for a coffin!	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L4
11	労	Labor	"<p class=""element-item primary""> Labor </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-viking""></i></jp-symbol></span><p>Viking</p></radical><radical class=""component""><span><jp-symbol>力</jp-symbol></span><p>Power</p></radical></div>"	A <radical>Viking</radical> in a position of <radical>power</radical> does not need to <kanji>labor</kanji> in the fields. Labor is for the weak! A Viking of power takes what he wants, and need not labor for it. A powerful Viking plunders all and takes what he wants!<br><br>  - Hint: Imagine yourself as a powerful Viking. You have the power to take anything you want, pillaging and plundering to your heart’s content. Imagine all the things you would acquire with this sort of power.<br><br>  - Hint: Note - there are a few other kanji that have a similar meaning to this one. This kanji is used in words related to physical, or manual labor, with an emphasis on how darn tiring it is!	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L4
11	育	Nurture,Raise	"<p class=""element-item primary""> Nurture </p>,<p class=""element-item""> Raise </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-trash""></i></jp-symbol></span><p>Trash</p></radical><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical></div>"	Give <radical>trash</radical> to the <radical>moon</radical> and it will <kanji>nurture</kanji> and <kanji>raise</kanji> that trash like it's its own little moon baby.<br><br>  - Hint: Picture the moon raising this ball of trash, giving it love and attention.	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L4
13	謝	Apologize	"<p class=""element-item primary""> Apologize </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>言</jp-symbol></span><p>Say</p></radical><radical class=""component""><span><jp-symbol>身</jp-symbol></span><p>Body</p></radical><radical class=""component""><span><jp-symbol>寸</jp-symbol></span><p>Measurement</p></radical></div>"	You thought it would be a good idea to <radical>say</radical> the <radical>body</radical> <radical>measurement</radical>s of everyone in your village and now you have to <kanji>apologize</kanji>.<br><br>  - Hint: When you do a bad thing you should apologize. And saying everyone's private body measurements is definitely something you should not have done. So it's apology time.	Kanji Meaning	-	Kanji_Meaning Level_13 Genki_L4
14	念	Thought	"<p class=""element-item primary""> Thought </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>今</jp-symbol></span><p>Now</p></radical><radical class=""component""><span><jp-symbol>心</jp-symbol></span><p>Heart</p></radical></div>"	If you live in the <radical>now</radical>, there’s a good chance your <radical>heart</radical> controls your <kanji>thought</kanji> process. You don’t have time to think with your brain, you need an answer now so you use your heart to make decisions and thought process.<br><br>  - Hint: Think about the last time you thought it was right to make a decision with your heart. What was it? Use these emotions to remember this kanji.	Kanji Meaning	-	Kanji_Meaning Level_14 Genki_L4
15	猫	Cat	"<p class=""element-item primary""> Cat </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>犭</jp-symbol></span><p>Animal</p></radical><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol>田</jp-symbol></span><p>Rice Paddy</p></radical></div>"	If you see an <radical>animal</radical> among the <radical>flowers</radical> in a <radical>rice paddy</radical>, chances are it’s a <kanji>cat</kanji>. Cats love rice paddy flowers, almost as much as they love catnip.<br><br>  - Hint: Picture this cat meowing and purring as it rubs up against all the flowers in the rice paddy field. Aww, it’s so cute!	Kanji Meaning	-	Kanji_Meaning Level_15 Genki_L4
15	法	Method,Law	"<p class=""element-item primary""> Method </p>,<p class=""element-item""> Law </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>去</jp-symbol></span><p>Past</p></radical></div>"	<radical>Tsunami</radical>s in the <radical>past</radical> changed the <kanji>method</kanji>s and <kanji>law</kanji>s of today.<br><br>  - Hint: Tsunamis used to come crashing into towns, just leveling them completely. Today we have new methods of building and protecting ourselves, and laws to keep them in place, so the past doesn't repeat itself.	Kanji Meaning	-	Kanji_Meaning Level_15 Genki_L4
15	昨	Previous,Yesterday	"<p class=""element-item primary""> Previous </p>,<p class=""element-item""> Yesterday </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol>乍</jp-symbol></span><p>Key</p></radical></div>"	With the right <radical>key</radical> you can unlock the <radical>sun</radical> to <kanji>yesterday</kanji>, or a <kanji>previous</kanji> day. The sun is in charge of the day changes, so if you use a key to unlock it, you can control the flow of time and return to yesterday, or a previous day in the past. Behold the power of the sun.<br><br>  - Hint: Imagine having the power to control time like this. Picture yourself unlocking the sun to go back in time. Feel the heat of the sun and the bright light in your eyes as you unlock the door to the past.	Kanji Meaning	-	Kanji_Meaning Level_15 Genki_L4
